Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,MissionWindowComplete,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,MissionEndTime_s,MissionDuration_s,MetricSampleRate_Hz_Column,MissionMetricSamples,MeanMotorSpeed_rad_s,RMSMotorSpeed_rad_s,PeakMotorSpeed_rad_s,MotorSpeedStd_rad_s,MeanMotorDifferential_rad_s,PeakMotorDifferential_rad_s,MeanTotalOmegaSquared_rad2_s2,IntegratedOmegaSquared_rad2_s,MotorCommandVariationRate_rad_s2,MotorSaturationFraction,ThrustAxisRMS_rad_s,RollAxisRMS_rad_s,PitchAxisRMS_rad_s,YawAxisRMS_rad_s,PeakAbsThrustAxis_rad_s,PeakAbsRollAxis_rad_s,PeakAbsPitchAxis_rad_s,PeakAbsYawAxis_rad_s,ThrustAxisSaturationFraction,RollAxisSaturationFraction,PitchAxisSaturationFraction,YawAxisSaturationFraction
1,1,2,High-Dynamics Mission,7,1,1,0,5,49.405,44.405,200,8882,2374.70576056926,2375.10273514806,2607.85435628358,43.4235684941907,76.4784023170838,393.934524556474,22564452.0100311,1001975903.72047,3469.27364756731,0,17.8866777021871,10.7691931023319,19.9719117276351,28.3524854781415,75.0815315864545,113.141379090377,113.141379090377,87.9988504036267,0,0.00270209412294528,0.00641747354199505,0.0167755010132853
