Mission,TrajectoryID,TrajectoryName,NumWaypoints,ExpectedNavigationWaypoints,NavigationCompleted,LandedConfirmed,FailsafeAborted,Completed,PathMetricWindowComplete,CompletedWaypoints,StartTime_s,NavigationCompleteTime_s,MissionCompletionTime_s,MissionDuration_s,LandingTime_s,MetricSampleRate_Hz_Column,PathTrackingRMSE_m,HorizontalPathRMSE_m,VerticalPathRMSE_m,PathTrackingMAE_m,P95PathTrackingError_m,MaxPathTrackingError_m,SelectedPathTrackingRMSE_m,ReferencePathLength_m,TruePathLength_m,PathEfficiency,ExcessPath_pct,MeanWaypointArrivalError_m,MaxWaypointArrivalError_m,MeanHoldRMSE_m,MaxHoldRMSE_m,MaxOvershoot_m,LandingHorizontalError_m,LandingVerticalError_m,Landing3DError_m
1,2,High-Dynamics Mission,7,5,1,1,0,1,1,2,5,43.65,44.405,44.405,5.725,200,0.453213392374959,0.395448215170085,0.221411580877814,0.415899828328255,0.748968002676005,0.942909375784419,0.364188606314794,31.9330773337123,33.0685306707052,0.96566362901637,3.55572789032197,0.242368992589428,0.245878961444326,0.227305212078921,0.230003240465831,0.120484065071947,0.194899798292864,0.000843400571820252,0.194901623131065
