Mission,TrajectoryID,TrajectoryName,PointIndex,Waypoint,MovePhase,HoldPhase,TargetNorth_m,TargetEast_m,TargetDown_m,SegmentStartTime_s,ArrivalTime_s,TimeToWaypoint_s,ArrivalError3D_m,ArrivalErrorHorizontal_m,ArrivalErrorVertical_m,HoldRMSE_m,HoldMaxError_m,HoldStabilityStd_m,Overshoot_m
1,2,High-Dynamics Mission,2,TAKEOFF,1,2,9.4495562468398e-06,-5.89396966462273e-07,-3.14763837182108,5,10.805,5.805,0.238859023734531,0.119466219745677,0.206836784830675,0.230003240465831,0.238859023734531,0.00639176239769338,0
1,2,High-Dynamics Mission,6,PRE-LAND,9,10,9.4495562468398e-06,-5.89396966462273e-07,-1.64763837182108,36.105,43.105,7,0.245878961444326,0.240381797350239,0.0517015974957125,0.224607183692012,0.245878961444326,0.0389853992028227,0.120484065071947
