Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,LandingPhase,CompletePhase,AbortedPhase,FailsafeAborted,TouchdownDetected,StableDetected,LandedArmedDetected,LandingStartTime_s,TouchdownTime_s,StableTime_s,LandedArmedTime_s,LandingDuration_s,LandingToTouchdown_s,TouchdownToStable_s,TouchdownToLandedArmed_s,LandingToLandedArmed_s,VerticalContactVelocity_m_s,ContactSpeed_m_s,PeakVerticalAcceleration_m_s2,PeakTotalAcceleration_m_s2,PeakAbsThrustAxis,PeakAbsRollAxis,PeakAbsPitchAxis,PeakAbsYawAxis,PeakAngularRate_rad_s,PeakMotorSpeed_rad_s,GroundPenetration_m,BounceHeight_m
1,1,2,High-Dynamics Mission,7,11,12,13,0,1,1,1,43.68,48.637,49.4525639228747,49.405,4.957,4.957,0.81556392287473,0.768000000000001,5.725,0.37589952438773,0.398118666385637,77.122425521676,83.6243463459358,75.0815315864545,113.141379090377,52.8850398816904,87.9988504036267,0.794665736097436,2484.33364523956,0.000270621626847461,0.0166931913978286
