UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,DisturbancesEnabled,OperatorMode,DetectedMissions,MissionCompleted,FailsafeAborted,SimulationStartTime_s,SimulationStopTime_s,SimulatedRunDuration_s,MissionStartTime_s,MissionEndTime_s,PhysicalMissionDuration_s,InitializationElapsedWallTime_s,ExecutionElapsedWallTime_s,TerminationElapsedWallTime_s,TotalElapsedWallTime_s,RealTimeFactor_RTF,ComputationalTimeFactor_CTF,SolverType,SolverName,SolverMaxStepSize_s,SolverFixedStepSize_s,SolverStepStatisticsAvailable,StopEvent,StopEventTime_s,NaturalStop,SimulationErrorPresent,WarningCount,LiveTelemetrySamples,MetricSampleRate_Hz,PacingEnabledAtStart,PacingRateAtStart,PacingEverEnabled,PacingConfigurationChangedDuringRun,ExperimentConfigurationChangedDuringRun,ConfigurationChangeCount,MeasurementContext,BenchmarkCaptureValid,BenchmarkConfigAvailable,OfficialComputationalBenchmark,ComputationalBenchmarkStatus,ComputationalBenchmarkInvalidReason,WallClockTimestampStart,WallClockTimestampStop
1,2,High-Dynamics Mission,7,0,1,1,1,0,0,130,130,5,49.405,44.405,3.5943824,133.2761866,0.7995953,137.6701643,0.975418064670227,1.02520143538462,Variable-Step,ode23t,0.002,NaN,0,ReachedStopTime,NaN,1,0,6,78257,200,1,1,1,0,0,0,GUI_SIMULATION_WITH_LIVE_MONITORING,1,1,0,INVALID,pacing-enabled,2026-09-13 00:04:29,2026-09-13 00:06:46
