Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,NavigationEndTime_s,NavigationDuration_s,MetricSampleRate_Hz_Column,NavigationMetricSamples,RollSelectedTrackingRMSE_deg,PitchSelectedTrackingRMSE_deg,YawSelectedTrackingRMSE_deg,pSelectedTrackingRMSE_rad_s,qSelectedTrackingRMSE_rad_s,rSelectedTrackingRMSE_rad_s,MaxAbsRollCommand_deg,MaxAbsPitchCommand_deg,MaxAbsPCommand_rad_s,MaxAbsQCommand_rad_s,MaxAbsRCommand_rad_s
1,1,2,High-Dynamics Mission,7,1,0,5,48.65,43.65,200,8731,0.230936899925306,0.795887876424545,0.217007491088947,0.0559634079774203,0.186619512439673,0.0562963567527248,5.91013282456021,13.8301278029117,1.20558445045428,1.57108673669798,1.14954380578306
