UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,DisturbancesEnabled,OperatorMode,DetectedMissions,MissionCompleted,FailsafeAborted,SimulationStartTime_s,SimulationStopTime_s,SimulatedRunDuration_s,MissionStartTime_s,MissionEndTime_s,PhysicalMissionDuration_s,InitializationElapsedWallTime_s,ExecutionElapsedWallTime_s,TerminationElapsedWallTime_s,TotalElapsedWallTime_s,RealTimeFactor_RTF,ComputationalTimeFactor_CTF,SolverType,SolverName,SolverMaxStepSize_s,SolverFixedStepSize_s,SolverStepStatisticsAvailable,StopEvent,StopEventTime_s,NaturalStop,SimulationErrorPresent,WarningCount,LiveTelemetrySamples,MetricSampleRate_Hz,PacingEnabledAtStart,PacingRateAtStart,PacingEverEnabled,PacingConfigurationChangedDuringRun,ExperimentConfigurationChangedDuringRun,ConfigurationChangeCount,MeasurementContext,BenchmarkCaptureValid,BenchmarkConfigAvailable,OfficialComputationalBenchmark,ComputationalBenchmarkStatus,ComputationalBenchmarkInvalidReason,WallClockTimestampStart,WallClockTimestampStop
2,2,High-Dynamics Mission,7,1,1,1,1,0,0,130,130,5,49.295,44.295,5.6351096,141.0009845,0.7135177,147.3496118,0.921979378094342,1.08462295769231,Variable-Step,ode23t,0.002,NaN,0,ReachedStopTime,NaN,1,0,6,78162,200,1,1,1,0,0,0,GUI_SIMULATION_WITH_LIVE_MONITORING,1,1,0,INVALID,pacing-enabled,2026-09-13 00:07:58,2026-09-13 00:10:26
