Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,MissionWindowComplete,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,MissionEndTime_s,MissionDuration_s,MetricSampleRate_Hz_Column,MissionMetricSamples,MeanMotorSpeed_rad_s,RMSMotorSpeed_rad_s,PeakMotorSpeed_rad_s,MotorSpeedStd_rad_s,MeanMotorDifferential_rad_s,PeakMotorDifferential_rad_s,MeanTotalOmegaSquared_rad2_s2,IntegratedOmegaSquared_rad2_s,MotorCommandVariationRate_rad_s2,MotorSaturationFraction,ThrustAxisRMS_rad_s,RollAxisRMS_rad_s,PitchAxisRMS_rad_s,YawAxisRMS_rad_s,PeakAbsThrustAxis_rad_s,PeakAbsRollAxis_rad_s,PeakAbsPitchAxis_rad_s,PeakAbsYawAxis_rad_s,ThrustAxisSaturationFraction,RollAxisSaturationFraction,PitchAxisSaturationFraction,YawAxisSaturationFraction
1,2,2,High-Dynamics Mission,7,1,1,0,5,49.295,44.295,200,8860,2375.30020159078,2375.64385930364,2619.94345193748,40.4072350026714,64.6207608456481,383.39812738395,22574734.9849884,999949165.855044,3485.54982457667,0,17.6257237431158,11.106812706376,25.4157200802234,28.3450677222458,72.0650139147855,113.141379090377,113.141379090377,87.9988504036267,0,0.00293453724604966,0.00733634311512415,0.0103837471783296
