Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,LandingPhase,CompletePhase,AbortedPhase,FailsafeAborted,TouchdownDetected,StableDetected,LandedArmedDetected,LandingStartTime_s,TouchdownTime_s,StableTime_s,LandedArmedTime_s,LandingDuration_s,LandingToTouchdown_s,TouchdownToStable_s,TouchdownToLandedArmed_s,LandingToLandedArmed_s,VerticalContactVelocity_m_s,ContactSpeed_m_s,PeakVerticalAcceleration_m_s2,PeakTotalAcceleration_m_s2,PeakAbsThrustAxis,PeakAbsRollAxis,PeakAbsPitchAxis,PeakAbsYawAxis,PeakAngularRate_rad_s,PeakMotorSpeed_rad_s,GroundPenetration_m,BounceHeight_m
1,2,2,High-Dynamics Mission,7,11,12,13,0,1,1,1,43.625,48.549,48.689,49.295,4.92400000000001,4.92400000000001,0.140000000000001,0.745999999999995,5.67,0.382942809845948,0.401497740076992,78.5967543531163,84.5355210247818,69.719343801223,113.141379090377,65.2376020230628,69.9791140516117,0.850868674073128,2476.11993965244,0,0.0180663932357576
