Mission,TrajectoryID,TrajectoryName,NumWaypoints,ExpectedNavigationWaypoints,NavigationCompleted,LandedConfirmed,FailsafeAborted,Completed,PathMetricWindowComplete,CompletedWaypoints,StartTime_s,NavigationCompleteTime_s,MissionCompletionTime_s,MissionDuration_s,LandingTime_s,MetricSampleRate_Hz_Column,PathTrackingRMSE_m,HorizontalPathRMSE_m,VerticalPathRMSE_m,PathTrackingMAE_m,P95PathTrackingError_m,MaxPathTrackingError_m,SelectedPathTrackingRMSE_m,ReferencePathLength_m,TruePathLength_m,PathEfficiency,ExcessPath_pct,MeanWaypointArrivalError_m,MaxWaypointArrivalError_m,MeanHoldRMSE_m,MaxHoldRMSE_m,MaxOvershoot_m,LandingHorizontalError_m,LandingVerticalError_m,Landing3DError_m
1,2,High-Dynamics Mission,7,5,1,1,0,1,1,2,5,43.56,44.295,44.295,5.67,200,0.461423868887136,0.404854228131716,0.22137082179602,0.420885298394484,0.751542774803555,0.950512315102786,0.369885469910266,31.9727739058392,32.985424172651,0.969300068372278,3.16722680926611,0.232290724615129,0.238474162024089,0.216601858010925,0.230406908765839,0.159936089878405,0.199529380792761,0.000960519133803128,0.199531692712082
