Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,NavigationEndTime_s,NavigationDuration_s,MetricSampleRate_Hz_Column,NavigationMetricSamples,RollSelectedTrackingRMSE_deg,PitchSelectedTrackingRMSE_deg,YawSelectedTrackingRMSE_deg,pSelectedTrackingRMSE_rad_s,qSelectedTrackingRMSE_rad_s,rSelectedTrackingRMSE_rad_s,MaxAbsRollCommand_deg,MaxAbsPitchCommand_deg,MaxAbsPCommand_rad_s,MaxAbsQCommand_rad_s,MaxAbsRCommand_rad_s
1,2,2,High-Dynamics Mission,7,1,0,5,48.56,43.56,200,8713,0.235699005353402,0.907609744110118,0.210979794906948,0.0583765034595502,0.23862193943017,0.0555737934282362,6.0711102571265,13.1231841595565,1.16780684524971,1.570920579778,1.13581946213914
