Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,NavigationEndTime_s,NavigationDuration_s,MetricSampleRate_Hz_Column,NavigationMetricSamples,RollSelectedTrackingRMSE_deg,PitchSelectedTrackingRMSE_deg,YawSelectedTrackingRMSE_deg,pSelectedTrackingRMSE_rad_s,qSelectedTrackingRMSE_rad_s,rSelectedTrackingRMSE_rad_s,MaxAbsRollCommand_deg,MaxAbsPitchCommand_deg,MaxAbsPCommand_rad_s,MaxAbsQCommand_rad_s,MaxAbsRCommand_rad_s
1,1,1,ICRA Benchmark,7,1,0,5,65.405,60.405,200,12082,0.191682113534434,0.358557192354611,0.0674389820937033,0.0349402537308715,0.0603276318411163,0.0111527853882567,3.155212581943,4.44112372245892,0.879450620577545,0.513183960216639,1.04896187680894
