Mission,TrajectoryID,TrajectoryName,NumWaypoints,ExpectedNavigationWaypoints,NavigationCompleted,LandedConfirmed,FailsafeAborted,Completed,PathMetricWindowComplete,CompletedWaypoints,StartTime_s,NavigationCompleteTime_s,MissionCompletionTime_s,MissionDuration_s,LandingTime_s,MetricSampleRate_Hz_Column,PathTrackingRMSE_m,HorizontalPathRMSE_m,VerticalPathRMSE_m,PathTrackingMAE_m,P95PathTrackingError_m,MaxPathTrackingError_m,SelectedPathTrackingRMSE_m,ReferencePathLength_m,TruePathLength_m,PathEfficiency,ExcessPath_pct,MeanWaypointArrivalError_m,MaxWaypointArrivalError_m,MeanHoldRMSE_m,MaxHoldRMSE_m,MaxOvershoot_m,LandingHorizontalError_m,LandingVerticalError_m,Landing3DError_m
1,1,ICRA Benchmark,7,5,1,1,0,1,1,5,5,60.405,62,62,12.545,200,0.560882957783014,0.520457954244965,0.209077043681434,0.514681686171967,0.973910555489588,1.24455023489832,0.297653157171105,22.8086794727036,23.0474387927429,0.989640526993631,1.04679150901785,0.493209879136116,0.769152148125763,0.459452145374138,0.715905805536812,0,0.400388012506324,6.97004210736818e-07,0.400388012506931
