Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,LandingPhase,CompletePhase,AbortedPhase,FailsafeAborted,TouchdownDetected,StableDetected,LandedArmedDetected,LandingStartTime_s,TouchdownTime_s,StableTime_s,LandedArmedTime_s,LandingDuration_s,LandingToTouchdown_s,TouchdownToStable_s,TouchdownToLandedArmed_s,LandingToLandedArmed_s,VerticalContactVelocity_m_s,ContactSpeed_m_s,PeakVerticalAcceleration_m_s2,PeakTotalAcceleration_m_s2,PeakAbsThrustAxis,PeakAbsRollAxis,PeakAbsPitchAxis,PeakAbsYawAxis,PeakAngularRate_rad_s,PeakMotorSpeed_rad_s,GroundPenetration_m,BounceHeight_m
1,1,1,ICRA Benchmark,7,11,12,13,0,1,1,1,54.455,66.524,66.83400481023,67,12.069,12.069,0.310004810230026,0.476000000000013,12.545,0.1020370322967,0.112112971234055,13.1603856388916,14.1292909640084,15.5551297672064,20,20,30.2401725416735,0.445579761760338,860.966707337218,1.05746621429648e-05,0.00281674255327366
