Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,MissionWindowComplete,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,MissionEndTime_s,MissionDuration_s,MetricSampleRate_Hz_Column,MissionMetricSamples,MeanMotorSpeed_rad_s,RMSMotorSpeed_rad_s,PeakMotorSpeed_rad_s,MotorSpeedStd_rad_s,MeanMotorDifferential_rad_s,PeakMotorDifferential_rad_s,MeanTotalOmegaSquared_rad2_s2,IntegratedOmegaSquared_rad2_s,MotorCommandVariationRate_rad_s2,MotorSaturationFraction,ThrustAxisRMS_rad_s,RollAxisRMS_rad_s,PitchAxisRMS_rad_s,YawAxisRMS_rad_s,PeakAbsThrustAxis_rad_s,PeakAbsRollAxis_rad_s,PeakAbsPitchAxis_rad_s,PeakAbsYawAxis_rad_s,ThrustAxisSaturationFraction,RollAxisSaturationFraction,PitchAxisSaturationFraction,YawAxisSaturationFraction
1,1,1,ICRA Benchmark,7,1,1,0,5,67,62,200,12401,812.170080730324,813.062429132405,877.00639012391,38.0828422101609,23.2058899649427,95.7033635841394,2644282.05466675,163951956.826064,2883.15919034732,NaN,4.73412725592364,4.73666398025607,5.98972497605106,5.75486490162039,25.3884195451495,20,20,30.2401725416735,0,0.0163696476090638,0.0348359003306185,0
