Level,Trajectory,NavigationCompleted,Landed,MissionCompleted,FailsafeAborted,PathRMSE_m,HorizontalPathRMSE_m,VerticalPathRMSE_m,PathMAE_m,PathP95Error_m,PathMaxError_m,SelectedPathRMSE_m,MeanWaypointArrivalError_m,MaxWaypointArrivalError_m,MeanHoldRMSE_m,MaxHoldRMSE_m,MaxOvershoot_m,LandingHorizontalError_m,LandingVerticalError_m,Landing3DError_m,RollTrackingRMSE_deg,PitchTrackingRMSE_deg,YawTrackingRMSE_deg,pTrackingRMSE_rad_s,qTrackingRMSE_rad_s,rTrackingRMSE_rad_s,EstimatorPositionRMSE_m,EstimatorVelocityRMSE_m_s,EstimatorAttitudeRMSE_deg,EstimatorAngularRateRMSE_rad_s,EstimatorAccelerationRMSE_m_s2,ReferencePathLength_m,TruePathLength_m,PathEfficiency,ExcessPath_pct,MissionDuration_s
L1,T1,1,1,1,0,0.564568174610718,0.524243995816615,0.209536289538369,0.516379044130571,1.03152831721716,1.25881618735877,0.301901259257932,0.502921812252523,0.752951364420307,0.467190790223766,0.70046254109347,0,0.377072559090159,7.00287289101542e-07,0.377072559090809,0.183425315527096,0.360631625339728,0.0687757215397651,0.033062090317736,0.0606795737346605,0.0112699460882016,0.406293095233158,0.0847230835901438,0.113921849536267,0.00628196480924697,0.0899365595105321,22.7931859571314,22.9364317194071,0.993754662275801,0.628458709305257,62.235
L2,T1,1,1,1,0,0.57422651327283,0.533989893514789,0.211165532626741,0.519922549339328,1.09017166908338,1.3421081218177,0.31526548246879,0.50106540029487,0.732928097318882,0.470606501283525,0.684441746379694,0,0.28350671526947,6.79422778787631e-07,0.283506715270284,0.184209976666254,0.397528415446493,0.0694963944639072,0.0335463896737326,0.0767887880869172,0.011187622447793,0.401334849816672,0.0819066459534043,0.0994038695923047,0.00628271896219355,0.0896222540322745,22.7729049472023,22.8988286374312,0.994500867611057,0.552954006179252,63.465
L3,T1,1,1,1,0,0.525691871613047,0.499338925875206,0.164355045513741,0.471434861781135,0.865167896885149,1.28394983297467,0.279962266749913,0.433505236138072,0.682158100529047,0.439795388201506,0.717180869085274,0,0.255018318569754,1.03149959607141e-06,0.25501831857184,5.8721811045289,1.22839307726284,0.0984099161675918,0.372605679330116,0.109610092951865,0.0139603734895398,0.377041594040582,0.0790904113660493,0.106533365513559,0.00628314325580422,0.0896438236803962,22.8687824400462,25.8322391902006,0.885280686341796,12.9585243898467,60.91
L1,T2,1,1,1,0,0.660066079913129,0.63380296347751,0.184339451390667,0.535695510381597,1.47583195983129,1.92994325559351,0.407053232184197,0.528996871424846,1.13786554751403,0.523115469313215,1.08348272072754,0,0.095008889872749,6.57169232448629e-07,0.0950088898750218,0.174666512770416,0.378595140855161,0.0519643401615654,0.0310428432267161,0.0647419949544735,0.00941511259662348,0.432125644721706,0.0846730537777579,0.0961621125393072,0.00627364726178547,0.0888666314163969,35.0949878595387,34.9144675211724,1.00517035920015,-0.514376409215,77.205
L2,T2,1,1,1,0,0.656147148896934,0.628868761400346,0.187224896689434,0.53423205754327,1.43941291495401,1.8922878873694,0.403330144604603,0.532283244288287,1.15418294909972,0.527317309675008,1.0998393165885,0,0.0774868285489364,6.5260669007694e-07,0.0774868285516845,0.176016320960157,0.414796327593532,0.0519501205798314,0.031602944179133,0.080336053786156,0.00942530957896153,0.430314975571592,0.0850913048856814,0.0990355011714513,0.00627223676624573,0.0887486991984403,35.0963185539697,34.8698767611285,1.00649390860749,-0.64520098452211,77.39
L3,T2,1,0,0,0,0.579529597424271,0.559998476966931,0.149185321280132,0.518072118376414,0.924213688041708,1.28128867761071,0.259880175483275,0.572598511797066,0.85779882362293,0.544331124619633,0.810486979368091,0,NaN,NaN,NaN,4.98362943004398,1.14779469501196,0.0712671317714105,0.332207589346242,0.105650535874844,0.012350489467189,0.439321914788771,0.169185233605248,0.188211666317947,0.00627703662026762,0.568245446382212,35.1513939274935,35.8778966218059,0.979750688788403,2.06678203376804,71.97
