Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,LandingPhase,CompletePhase,AbortedPhase,FailsafeAborted,TouchdownDetected,StableDetected,LandedArmedDetected,LandingStartTime_s,TouchdownTime_s,StableTime_s,LandedArmedTime_s,LandingDuration_s,LandingToTouchdown_s,TouchdownToStable_s,TouchdownToLandedArmed_s,LandingToLandedArmed_s,VerticalContactVelocity_m_s,ContactSpeed_m_s,PeakVerticalAcceleration_m_s2,PeakTotalAcceleration_m_s2,PeakAbsThrustAxis,PeakAbsRollAxis,PeakAbsPitchAxis,PeakAbsYawAxis,PeakAngularRate_rad_s,PeakMotorSpeed_rad_s,GroundPenetration_m,BounceHeight_m
1,1,2,High-Dynamics Mission,7,11,12,13,0,1,1,1,73.4,81.629,81.7387477446786,82.25,8.22899999999998,8.22899999999998,0.109747744678572,0.621000000000009,8.84999999999999,0.366726121324136,0.366860364234426,66.5599564264924,71.7993022705985,55.5076151332091,20,20,54.9620187560222,1.53978103740763,855.993890123681,9.63237045230603e-05,0.00246616228131843
