UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,DisturbancesEnabled,OperatorMode,DetectedMissions,MissionCompleted,FailsafeAborted,SimulationStartTime_s,SimulationStopTime_s,SimulatedRunDuration_s,MissionStartTime_s,MissionEndTime_s,PhysicalMissionDuration_s,InitializationElapsedWallTime_s,ExecutionElapsedWallTime_s,TerminationElapsedWallTime_s,TotalElapsedWallTime_s,RealTimeFactor_RTF,ComputationalTimeFactor_CTF,SolverType,SolverName,SolverMaxStepSize_s,SolverFixedStepSize_s,SolverStepStatisticsAvailable,StopEvent,StopEventTime_s,NaturalStop,SimulationErrorPresent,WarningCount,LiveTelemetrySamples,MetricSampleRate_Hz,PacingEnabledAtStart,PacingRateAtStart,PacingEverEnabled,PacingConfigurationChangedDuringRun,ExperimentConfigurationChangedDuringRun,ConfigurationChangeCount,MeasurementContext,BenchmarkCaptureValid,BenchmarkConfigAvailable,OfficialComputationalBenchmark,ComputationalBenchmarkStatus,ComputationalBenchmarkInvalidReason,WallClockTimestampStart,WallClockTimestampStop
1,2,High-Dynamics Mission,7,0,1,1,1,0,0,130,130,5,82.25,77.25,4.7055952,8.2641417,0.5627006,13.5324375,15.7306112018868,0.0635703207692308,Variable-Step,ode23t,0.002,NaN,0,ReachedStopTime,NaN,1,0,47,78431,200,0,1,0,0,0,0,GUI_SIMULATION_WITH_LIVE_MONITORING,1,1,1,VALID,,2026-09-07 17:50:10,2026-09-07 17:50:24
