Mission,TrajectoryID,TrajectoryName,NumWaypoints,ExpectedNavigationWaypoints,NavigationCompleted,LandedConfirmed,FailsafeAborted,Completed,PathMetricWindowComplete,CompletedWaypoints,StartTime_s,NavigationCompleteTime_s,MissionCompletionTime_s,MissionDuration_s,LandingTime_s,MetricSampleRate_Hz_Column,PathTrackingRMSE_m,HorizontalPathRMSE_m,VerticalPathRMSE_m,PathTrackingMAE_m,P95PathTrackingError_m,MaxPathTrackingError_m,SelectedPathTrackingRMSE_m,ReferencePathLength_m,TruePathLength_m,PathEfficiency,ExcessPath_pct,MeanWaypointArrivalError_m,MaxWaypointArrivalError_m,MeanHoldRMSE_m,MaxHoldRMSE_m,MaxOvershoot_m,LandingHorizontalError_m,LandingVerticalError_m,Landing3DError_m
1,2,High-Dynamics Mission,7,5,1,1,0,1,1,5,5,74.94,77.25,77.25,8.84999999999999,200,0.674664366850257,0.648871890543765,0.184762760207835,0.54696792991303,1.52723871740371,1.98379689888736,0.418894839223964,35.0991928545727,34.9665754940251,1.00379268940907,-0.377835926589531,0.540082707110607,1.14023707832182,0.534545870409767,1.08548301163798,0,0.104099690349601,7.0265147064652e-07,0.104099690351973
