Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,NavigationEndTime_s,NavigationDuration_s,MetricSampleRate_Hz_Column,NavigationMetricSamples,RollSelectedTrackingRMSE_deg,PitchSelectedTrackingRMSE_deg,YawSelectedTrackingRMSE_deg,pSelectedTrackingRMSE_rad_s,qSelectedTrackingRMSE_rad_s,rSelectedTrackingRMSE_rad_s,MaxAbsRollCommand_deg,MaxAbsPitchCommand_deg,MaxAbsPCommand_rad_s,MaxAbsQCommand_rad_s,MaxAbsRCommand_rad_s
1,1,2,High-Dynamics Mission,7,1,0,5,79.94,74.94,200,14989,0.181541347161707,0.376613616171258,0.052804256434028,0.0326171398183045,0.0643608240928616,0.00942717847091126,3.155212581943,4.89764156849279,0.879450620577545,0.621420389738024,1.04798345040302
