Mission,UAVModel,TrajectoryID,TrajectoryName,NumWaypoints,MissionWindowComplete,NavigationWindowComplete,FailsafeAborted,MissionStartTime_s,MissionEndTime_s,MissionDuration_s,MetricSampleRate_Hz_Column,MissionMetricSamples,MeanMotorSpeed_rad_s,RMSMotorSpeed_rad_s,PeakMotorSpeed_rad_s,MotorSpeedStd_rad_s,MeanMotorDifferential_rad_s,PeakMotorDifferential_rad_s,MeanTotalOmegaSquared_rad2_s2,IntegratedOmegaSquared_rad2_s,MotorCommandVariationRate_rad_s2,MotorSaturationFraction,ThrustAxisRMS_rad_s,RollAxisRMS_rad_s,PitchAxisRMS_rad_s,YawAxisRMS_rad_s,PeakAbsThrustAxis_rad_s,PeakAbsRollAxis_rad_s,PeakAbsPitchAxis_rad_s,PeakAbsYawAxis_rad_s,ThrustAxisSaturationFraction,RollAxisSaturationFraction,PitchAxisSaturationFraction,YawAxisSaturationFraction
1,1,2,High-Dynamics Mission,7,1,1,0,5,82.25,77.25,200,15451,808.32005391416,811.030209901105,873.613133726987,66.2477382513307,22.2153895682978,92.3556565179431,2631080.00548891,203257333.850498,2839.65490878509,NaN,4.14078948624195,4.60151375998086,6.40581474145294,5.26794736697247,55.5076151332091,20,20,54.9620187560222,0,0.0175393178435053,0.0405151770111967,0
